ObjectID,business_id,categories,city,lat,lng,business_name,neighborhoods,rating,num_reviews,category_filter,neighborhood_search,zipcode,category_type
14448,pastora-restaurant-pizzeria-foxhurst,"[[Mexican, mexican], [Pizza, pizza]]",Foxhurst,40.8269912255,-73.8913151622,Pastora Restaurant Pizzeria,[Morrisania],4.0,2,mexican,Hunts Point,10459,restaurants
14449,santa-clarita-bronx,"[[Mexican, mexican]]",Bronx,40.80941,-73.92289,Santa Clarita,[Mott Haven],4.5,2,mexican,Melrose,10454,restaurants
14450,mi-palenque-bronx,"[[Mexican, mexican]]",Bronx,40.814423,-73.914879,Mi Palenque,[Mott Haven],5.0,2,mexican,Melrose,10455,restaurants
14451,el-valle-restaurant-new-york,"[[Mexican, mexican]]",New York,40.8149872,-73.91546629999998,El Valle Restaurant,[Mott Haven],2.5,14,mexican,Melrose,10455,restaurants
14452,mexican-tacos-west-bronx,"[[Mexican, mexican]]",West Bronx,40.818626,-73.915024,Mexican Tacos,[Melrose],4.0,1,mexican,Melrose,10455,restaurants
14453,pipos-mexican-restaurant-new-york,"[[Mexican, mexican]]",New York,40.79935800000001,-73.939926,Pipo's Mexican Restaurant,[East Harlem],4.0,20,mexican,Mott Haven,10035,restaurants
14454,las-delicias-mexicanas-new-york,"[[Mexican, mexican]]",New York,40.797344,-73.940086,Las Delicias Mexicanas,[East Harlem],4.0,19,mexican,Mott Haven,10029,restaurants
14455,yolandas-tamales-new-york,"[[Mexican, mexican], [Food Stands, foodstands]]",New York,40.8215870708,-73.9537985623,Yolanda's Tamales,[Harlem],5.0,14,mexican,Mott Haven,10031,restaurants
14456,l-encanto-d-lola-new-york,"[[Mexican, mexican]]",New York,40.8001464434,-73.9511863565,L Encanto D Lola,[Harlem],3.5,155,mexican,Mott Haven,10026,restaurants
14457,picante-new-york,"[[Mexican, mexican]]",New York,40.8227463,-73.9528046,Picante,[Harlem],3.5,177,mexican,Mott Haven,10031,restaurants
14458,refried-beans-mexican-grill-new-york-2,"[[Mexican, mexican]]",New York,40.8548604161,-73.93715125979999,Refried Beans Mexican Grill,[Washington Heights],3.5,121,mexican,Mount Eden,10033,restaurants
14459,pancho-villa-resturant-bronx,"[[Mexican, mexican]]",Bronx,40.858406,-73.903465,Pancho Villa Resturant,[Fordham],4.0,1,mexican,Mount Hope,10453,restaurants
14460,tacos-el-paisanito-bronx,"[[Mexican, mexican]]",Bronx,40.862546414099995,-73.90927188100001,Taco's El Paisanito,[University Heights],2.5,6,mexican,Mount Hope,10468,restaurants
14461,el-nuevo-azteca-new-york,"[[Mexican, mexican]]",New York,40.8641631156,-73.91907267270001,El Nuevo Azteca,"[Washington Heights, Inwood]",4.0,2,mexican,Mount Hope,10034,restaurants
14462,juniors-tacos-manhattan,"[[Mexican, mexican], [Tex-Mex, tex-mex]]",Manhattan,40.865898,-73.918686,Junior's Tacos,[Inwood],3.5,14,mexican,Mount Hope,10034,restaurants
14463,ej-primos-bronx,"[[Mexican, mexican]]",Bronx,40.865303,-73.8677444,Ej Primos,[Pelham Gardens],1.0,1,mexican,Olinville,10467,restaurants
14464,tamales-ebenezer-bronx,"[[Mexican, mexican], [Food, food]]",Bronx,40.809887,-73.924026,Tamales Ebenezer,[Mott Haven],5.0,1,mexican,Port Morris,10454,restaurants
14465,taco-mix-bronx,"[[Mexican, mexican]]",Bronx,40.809818,-73.923866,Taco Mix,[Mott Haven],4.0,1,mexican,Port Morris,10454,restaurants
14466,el-guerrero-deli-west-bronx,"[[Mexican, mexican]]",West Bronx,40.808189,-73.921452,El Guerrero Deli,[Mott Haven],4.0,1,mexican,Port Morris,10454,restaurants
14467,fresh-tortillas-new-york-2,"[[Mexican, mexican]]",New York,40.867283,-73.920578,Fresh Tortilla's,[Inwood],3.5,27,mexican,Spuyten Duyvil,10034,restaurants
14468,papasito-mexican-grill-and-agave-bar-new-york,"[[Mexican, mexican]]",New York,40.8658218,-73.9273682,Papasito Mexican Grill & Agave Bar,"[Washington Heights, Inwood]",3.0,184,mexican,Spuyten Duyvil,10034,restaurants
14469,taqueria-milear-crown-heights,"[[Mexican, mexican]]",Crown Heights,40.672983532800004,-73.95031213600001,Taqueria Milear,[Crown Heights],5.0,13,mexican,Brooklyn,11216,restaurants
14470,chavelas-brooklyn-2,"[[Mexican, mexican]]",Brooklyn,40.673447,-73.95725300000002,Chavela's,[Crown Heights],4.0,488,mexican,Brooklyn,11238,restaurants
14471,taqueria-de-los-muertos-brooklyn,"[[Mexican, mexican]]",Brooklyn,40.677258,-73.963402,Taqueria De Los Muertos,"[Prospect Heights, Crown Heights]",4.0,238,mexican,Brooklyn,11238,restaurants
14472,coszcal-de-allende-brooklyn,"[[Mexican, mexican], [Tex-Mex, tex-mex]]",Brooklyn,40.636166,-74.026184,Coszcal De Allende,[Bay Ridge],4.0,23,mexican,Bay Ridge,11220,restaurants
14473,chiquitita-mexican-grill-brooklyn,"[[Mexican, mexican]]",Brooklyn,40.6229095,-74.0250473,Chiquitita Mexican Grill,[Bay Ridge],3.0,69,mexican,Bay Ridge,11209,restaurants
14474,el-penacho-restaurant-brooklyn-2,"[[Mexican, mexican]]",Brooklyn,40.62818400000001,-74.013293,El Penacho Restaurant,[Dyker Heights],4.0,15,mexican,Bay Ridge,11228,restaurants
14475,mandato-mexican-restaurant-brooklyn,"[[Mexican, mexican]]",Brooklyn,40.63311,-74.0274277,Mandato Mexican Restaurant,[Bay Ridge],3.5,33,mexican,Bay Ridge,11209,restaurants
14476,puebla-restaurant-brooklyn,"[[Mexican, mexican]]",Brooklyn,40.628185,-74.01329799999998,Puebla Restaurant,[Dyker Heights],4.0,8,mexican,Bay Ridge,11228,restaurants
14477,fuego-royal-brooklyn,"[[Mexican, mexican]]",Brooklyn,40.6470070081,-74.00846182789998,Fuego Royal,[Sunset Park],4.0,12,mexican,Bay Ridge,10037,restaurants
14478,mezcals-d-os-restaurant-brooklyn,"[[Mexican, mexican]]",Brooklyn,40.6312408,-74.0281525,Mezcal's D'os Restaurant,[Bay Ridge],3.0,62,mexican,Bay Ridge,11209,restaurants
14479,las-tres-espigas-brooklyn-2,"[[Mexican, mexican]]",Brooklyn,40.7000944018,-73.92578221859999,Las Tres Espigas,[Bushwick],4.0,40,mexican,Bedford Stuyvesant,11221,restaurants
14480,tortilleria-mexicana-los-hermanos-brooklyn-2,"[[Mexican, mexican]]",Brooklyn,40.706607,-73.921966,Tortilleria Mexicana Los Hermanos,[Bushwick],4.0,479,mexican,Bedford Stuyvesant,11237,restaurants
14481,xochitl-taqueria-brooklyn,"[[Mexican, mexican]]",Brooklyn,40.682436115,-73.9613670856,Xochitl Taqueria,[Clinton Hill],3.5,44,mexican,Bedford Stuyvesant,11238,restaurants
14482,gueros-brooklyn,"[[Mexican, mexican], [Tex-Mex, tex-mex]]",Brooklyn,40.6751397997,-73.95652905109999,Gueros,[Crown Heights],4.0,321,mexican,Bedford Stuyvesant,11238,restaurants
14483,taqueria-tepango-brooklyn,"[[Mexican, mexican]]",Brooklyn,40.6937866,-73.96163179999998,Taqueria Tepango,"[Clinton Hill, Bedford Stuyvesant]",4.0,114,mexican,Bedford Stuyvesant,11205,restaurants
14484,mesa-coyoacan-brooklyn,"[[Mexican, mexican]]",Brooklyn,40.715511,-73.944275,Mesa Coyoacan,[East Williamsburg],4.0,480,mexican,Bedford Stuyvesant,11211,restaurants
14485,carreras-brooklyn-2,"[[Mexican, mexican]]",Brooklyn,40.702343,-73.93624100000002,Carrera's,"[Bushwick, East Williamsburg]",4.0,39,mexican,Bedford Stuyvesant,11206,restaurants
14486,chika-mexicana-brooklyn,"[[Mexican, mexican]]",Brooklyn,40.6709307432,-73.9504464716,Chika Mexicana,[Crown Heights],4.0,10,mexican,Bedford Stuyvesant,11216,restaurants
14487,oaxaca-taqueria-brooklyn,"[[Mexican, mexican]]",Brooklyn,40.68634,-73.954767,Oaxaca Taqueria,[Bedford Stuyvesant],3.5,73,mexican,Bedford Stuyvesant,11216,restaurants
14488,xixa-brooklyn,"[[Mexican, mexican], [Tapas/Small Plates, tapasmallplates]]",Brooklyn,40.710491,-73.958465,Xixa,[Williamsburg - South Side],4.5,301,mexican,Bedford Stuyvesant,11211,restaurants
14489,villa-pancho-taqueria-brooklyn,"[[Mexican, mexican]]",Brooklyn,40.688148,-73.954552,Villa Pancho Taqueria,[Bedford Stuyvesant],3.0,165,mexican,Bedford Stuyvesant,11216,restaurants
14490,taqueria-la-placita-puebla-brooklyn,"[[Mexican, mexican]]",Brooklyn,40.6990814,-73.9394608,Taqueria La Placita Puebla,"[Bushwick, Bedford Stuyvesant]",4.0,33,mexican,Bedford Stuyvesant,11206,restaurants
14491,chinantla-brooklyn,"[[Mexican, mexican], [Grocery, grocery]]",Brooklyn,40.694637,-73.957458,Chinantla,[Bedford Stuyvesant],4.0,52,mexican,Bedford Stuyvesant,11205,restaurants
14492,tortillas-king-brooklyn-3,"[[Mexican, mexican]]",Brooklyn,40.601101,-73.992981,Tortillas King,"[Bath Beach, Bensonhurst]",3.5,15,mexican,Bensonhurst,11214,restaurants
14493,l-a-autentica-panaderia-brooklyn,"[[Mexican, mexican]]",Brooklyn,40.605869,-74.000908,L'a Autentica Panaderia,"[Bath Beach, Bensonhurst]",5.0,2,mexican,Bensonhurst,11214,restaurants
14494,pacos-tacos-brooklyn-64,"[[Mexican, mexican]]",Brooklyn,40.611072,-74.009559,Paco's Tacos,"[Bath Beach, Bensonhurst]",2.5,66,mexican,Bensonhurst,11228,restaurants
14495,mezcals-brooklyn,"[[Mexican, mexican]]",Brooklyn,40.6115,-74.010178,Mezcals,"[Bath Beach, Bensonhurst]",3.0,25,mexican,Bensonhurst,11228,restaurants
14496,la-villita-brooklyn,"[[Mexican, mexican]]",Brooklyn,40.59885,-73.958435,La Villita,"[Sheepshead Bay, Midwood]",4.0,34,mexican,Bensonhurst,11229,restaurants
14497,gran-familia-mexicana-gravesend,"[[Mexican, mexican]]",Gravesend,40.5964584,-73.98004909999999,Gran Familia Mexicana,[Gravesend],3.5,6,mexican,Bensonhurst,11223,restaurants
14498,la-cemita-restaurant-brooklyn,"[[Mexican, mexican]]",Brooklyn,40.61655,-73.985413,La Cemita Restaurant,[Bensonhurst],3.5,5,mexican,Bensonhurst,11204,restaurants
14499,taqueria-puebla-brooklyn,"[[Mexican, mexican]]",Brooklyn,40.608471,-73.973663,Taqueria Puebla,"[Bensonhurst, Gravesend]",3.5,5,mexican,Bensonhurst,11204,restaurants
14500,new-fresh-tortillas-taco-brooklyn,"[[Mexican, mexican]]",Brooklyn,40.60823060000001,-74.0048294,New Fresh Tortillas Taco,"[Bath Beach, Bensonhurst]",2.5,9,mexican,Bensonhurst,11214,restaurants
14501,paraiso-azteca-restaurant-brooklyn,"[[Mexican, mexican]]",Brooklyn,40.6086753309,-73.9572612941,Paraiso Azteca Restaurant,[Midwood],3.0,17,mexican,Bensonhurst,11229,restaurants
14502,blue-agave-brooklyn,"[[Mexican, mexican]]",Brooklyn,40.615639,-73.993309,Blue Agave,[Bensonhurst],5.0,2,mexican,Bensonhurst,11204,restaurants
14503,yummy-taco-brooklyn-6,"[[Mexican, mexican]]",Brooklyn,40.63879,-73.895546,Yummy Taco,[Canarsie],3.0,8,mexican,Bergen Beach,11236,restaurants
14504,pacos-tacos-brooklyn,"[[Mexican, mexican], [Tex-Mex, tex-mex]]",Brooklyn,40.6122589,-73.9258728,Paco's Tacos,[Marine Park],2.5,59,mexican,Bergen Beach,11234,restaurants
14505,los-caudillos-brooklyn,"[[Mexican, mexican]]",Brooklyn,40.64202120000001,-73.9846191,los caudillos,[Paedergat Basin],3.0,1,mexican,Bergen Beach,11236,restaurants
14506,chipotle-mexican-grill-brooklyn-3,"[[Mexican, mexican], [Fast Food, hotdogs]]",Brooklyn,40.608311,-73.91991800000002,Chipotle Mexican Grill,[Mill Basin],1.5,3,mexican,Bergen Beach,11234,restaurants
14507,chipotle-mexican-grill-brooklyn-6,"[[Mexican, mexican], [Fast Food, hotdogs]]",Brooklyn,40.6097461,-73.9194486,Chipotle Mexican Grill,[Mill Basin],2.0,11,mexican,Bergen Beach,11234,restaurants
14508,top-taco-brooklyn,"[[Mexican, mexican]]",Brooklyn,40.626583,-73.94149,Top Taco,[Marine Park],4.0,4,mexican,Bergen Beach,11210,restaurants
14509,yummy-taco-brooklyn-7,"[[Mexican, mexican]]",Brooklyn,40.6357498,-73.91318509999998,Yummy Taco,[Paedergat Basin],3.5,5,mexican,Bergen Beach,11236,restaurants
14510,taco-bell-brooklyn-8,"[[Mexican, mexican]]",Brooklyn,40.620523588699996,-73.922655,Taco Bell,[Georgetown],4.0,5,mexican,Bergen Beach,11234,restaurants
14511,taco-bell-brooklyn-13,"[[Mexican, mexican], [Tex-Mex, tex-mex], [Fast Food, hotdogs]]",Brooklyn,40.634867,-73.927468,Taco Bell,"[Flatlands, East Flatbush]",4.0,1,mexican,Bergen Beach,11234,restaurants
14512,taco-bell-brooklyn-10,"[[Mexican, mexican], [Tex-Mex, tex-mex], [Fast Food, hotdogs]]",Brooklyn,40.64924,-73.89178000000003,Taco Bell,[Canarsie],2.0,3,mexican,Bergen Beach,11236,restaurants
14513,yummy-taco-brooklyn-brooklyn,"[[Mexican, mexican]]",Brooklyn,40.643368,-73.94272600000002,Yummy Taco Brooklyn,[East Flatbush],1.0,2,mexican,Bergen Beach,11203,restaurants
14514,cinco-de-mayo-restaurant-brooklyn,"[[Mexican, mexican]]",Brooklyn,40.639885,-73.96685,Cinco de Mayo Restaurant,[Flatbush],3.5,117,mexican,Borough Park,11218,restaurants
14515,calaveras-mexican-grill-windsor-terrace,"[[Mexican, mexican]]",Windsor Terrace,40.6488967588,-73.9776903391,Calaveras Mexican Grill,[Windsor Terrace],3.5,23,mexican,Borough Park,11218,restaurants
14516,el-paso-mexican-grill-brooklyn,"[[Mexican, mexican], [Tex-Mex, tex-mex]]",Brooklyn,40.635877,-73.96208100000003,El Paso Mexican Grill,[Flatbush],3.5,64,mexican,Borough Park,11226,restaurants
14517,don-burrito-restaurant-brooklyn,"[[Mexican, mexican]]",Brooklyn,40.6355879456,-73.9627490938,Don Burrito Restaurant,[Flatbush],4.0,58,mexican,Borough Park,11226,restaurants
14518,tacos-el-rey-brooklyn,"[[Mexican, mexican]]",Brooklyn,40.578793,-73.960014,Tacos El Rey,[Brighton Beach],4.0,26,mexican,Brighton Beach,11235,restaurants
14519,la-mixteca-brooklyn,"[[Mexican, mexican], [Delis, delis], [Sandwiches, sandwiches]]",Brooklyn,40.596783,-73.97706600000002,La Mixteca,[Gravesend],3.0,3,mexican,Brighton Beach,11223,restaurants
14520,el-encanto-mexican-restaurant-brooklyn,"[[Mexican, mexican]]",Brooklyn,40.603962,-73.972572,El Encanto Mexican Restaurant,"[Bensonhurst, Gravesend]",3.5,4,mexican,Brighton Beach,11223,restaurants
14521,taqueria-el-buen-gusto-new-york,"[[Mexican, mexican]]",New York,40.5812496356,-73.9633947675,Taqueria El Buen Gusto,[Brighton Beach],3.0,4,mexican,Brighton Beach,11224,restaurants
14522,pio-pio-rico-brooklyn,"[[Mexican, mexican]]",Brooklyn,40.5743713,-73.9784927,Pio Pio Rico,[Coney Island],2.0,1,mexican,Brighton Beach,11224,restaurants
14523,tacos-playeros-brooklyn,"[[Mexican, mexican], [Street Vendors, streetvendors]]",Brooklyn,40.5805544784,-73.9872734734,Tacos Playeros,[Coney Island],5.0,1,mexican,Brighton Beach,11224,restaurants
14524,roccos-tacos-and-tequila-bar-brooklyn,"[[Mexican, mexican], [Bars, bars]]",Brooklyn,40.692843720300004,-73.9886692911,Rocco's Tacos & Tequila Bar,"[Brooklyn Heights, Downtown Brooklyn]",3.5,166,mexican,Brooklyn Heights,11201,restaurants
14525,don-nicos-brooklyn,"[[Mexican, mexican], [Food Stands, foodstands]]",Brooklyn,40.690217250500005,-73.9825471182,Don Nico's,[Downtown Brooklyn],4.5,38,mexican,Brooklyn Heights,11201,restaurants
14526,buddys-burrito-and-taco-bar-brooklyn,"[[Mexican, mexican], [Fast Food, hotdogs]]",Brooklyn,40.685341,-73.994661,Buddy's Burrito & Taco Bar,[Cobble Hill],3.5,95,mexican,Brooklyn Heights,11231,restaurants
14527,alma-restaurant-brooklyn,"[[Mexican, mexican]]",Brooklyn,40.685539,-74.002151,Alma Restaurant,[Columbia Street Waterfront District],3.5,303,mexican,Brooklyn Heights,11231,restaurants
14528,calexico-red-hook-brooklyn,"[[Mexican, mexican]]",Brooklyn,40.6841796,-74.00254040000002,Calexico- Red Hook,[Columbia Street Waterfront District],3.5,199,mexican,Brooklyn Heights,11231,restaurants
14529,mad-dog-and-beans-new-york-2,"[[Mexican, mexican], [Bars, bars]]",New York,40.704168,-74.010261,Mad Dog & Beans,[Financial District],3.0,363,mexican,Brooklyn Heights,10004,restaurants
14530,el-toro-taqueria-brooklyn-2,"[[Mexican, mexican]]",Brooklyn,40.6873547,-73.976476,El Toro Taqueria,[Fort Greene],3.5,52,mexican,Brooklyn Heights,11217,restaurants
14531,pequena-brooklyn,"[[Mexican, mexican]]",Brooklyn,40.6869164,-73.97474670000003,Pequena,[Fort Greene],3.5,230,mexican,Brooklyn Heights,11217,restaurants
14532,marcel-restaurant-brooklyn,"[[Mexican, mexican]]",Brooklyn,40.667736,-73.937057,Marcel Restaurant,"[Crown Heights, Wingate]",4.0,1,mexican,Brownsville,11213,restaurants
14533,la-mesita-restaurant-brooklyn,"[[Mexican, mexican]]",Brooklyn,40.6992569,-73.9152222,La Mesita Restaurant,[Bushwick],4.0,18,mexican,Brownsville,11237,restaurants
14534,tacos-la-carcachita-brooklyn-2,"[[Mexican, mexican], [Food Stands, foodstands]]",Brooklyn,40.6995514759,-73.9110666602,Tacos La Carcachita,[Bushwick],4.5,18,mexican,Brownsville,11237,restaurants
14535,el-barrio-burritos-brooklyn,"[[Mexican, mexican], [Desserts, desserts], [Juice Bars & Smoothies, juicebars]]",Brooklyn,40.6711929291,-73.957836628,El Barrio Burritos,[Crown Heights],2.5,70,mexican,Brownsville,11238,restaurants
14536,antojitos-mexicanos-new-york-2,"[[Mexican, mexican]]",New York,40.6507352777,-73.9521773994,Antojitos Mexicanos,[Flatbush],4.0,3,mexican,Brownsville,11226,restaurants
14537,fajitas-sunrise-ridgewood-2,"[[Mexican, mexican]]",Ridgewood,40.700283,-73.898872,Fajitas Sunrise,[Ridgewood],3.5,77,mexican,Brownsville,11385,restaurants
14538,el-kucho-brooklyn,"[[Mexican, mexican], [Food, food]]",Brooklyn,40.700825,-73.925415,El Kucho,[Bushwick],5.0,19,mexican,Brownsville,11237,restaurants
14539,mesa-azteca-brooklyn,"[[Mexican, mexican]]",Brooklyn,40.705147,-73.92009,Mesa Azteca,[Bushwick],4.0,125,mexican,Bushwick,11237,restaurants
14540,taqueria-cocoyoc-brooklyn,"[[Mexican, mexican]]",Brooklyn,40.702385,-73.915728,Taqueria Cocoyoc,[Bushwick],4.0,51,mexican,Bushwick,11237,restaurants
14541,el-sol-de-cholula-brooklyn,"[[Mexican, mexican]]",Brooklyn,40.700302,-73.92450699999998,El Sol de Cholula,[Bushwick],4.0,16,mexican,Bushwick,11237,restaurants
14542,taqueria-el-fogon-brooklyn,"[[Mexican, mexican]]",Brooklyn,40.7044101,-73.9291005,Taqueria El Fogon,"[Bushwick, East Williamsburg]",3.5,122,mexican,Bushwick,11237,restaurants
14543,taqueria-izucar-brooklyn,"[[Mexican, mexican]]",Brooklyn,40.6992149,-73.9155655,Taqueria Izucar,[Bushwick],4.0,11,mexican,Bushwick,11237,restaurants
14544,guadalajara-de-dia-2-corp-ridgewood,"[[Mexican, mexican]]",Ridgewood,40.7046051,-73.9110184,Guadalajara De Dia 2 Corp,[Ridgewood],4.0,23,mexican,Bushwick,11385,restaurants
14545,cholulita-bella-deli-brooklyn,"[[Mexican, mexican]]",Brooklyn,40.6980840862,-73.9373204112,Cholulita Bella Deli,"[Bushwick, Bedford Stuyvesant]",3.5,36,mexican,Bushwick,11206,restaurants
14546,restaurant-el-paisa-brooklyn,"[[Mexican, mexican]]",Brooklyn,40.7033081,-73.92220309999998,Restaurant El Paisa,[Bushwick],4.0,16,mexican,Bushwick,11237,restaurants
14547,bklyn-burro-brooklyn,"[[Mexican, mexican]]",Brooklyn,40.7053420044,-73.9443169534,B'klyn Burro,[East Williamsburg],4.5,19,mexican,Bushwick,11206,restaurants
14548,guadalajara-de-dia-1-brooklyn,"[[Mexican, mexican]]",Brooklyn,40.7030411,-73.9176712,Guadalajara De Dia 1,[Bushwick],4.0,10,mexican,Bushwick,11237,restaurants
14549,compadres-restaurant-ozone-park,"[[Mexican, mexican]]",Ozone Park,40.6805439379,-73.85963632880002,Compadres Restaurant,[Ozone Park],4.0,6,mexican,Canarsie,11416,restaurants
14550,don-moy-deli-grocery-brooklyn,"[[Mexican, mexican], [Grocery, grocery]]",Brooklyn,40.682438,-73.875557,Don Moy Deli Grocery,[Cypress Hills],3.5,2,mexican,Canarsie,11208,restaurants
14551,el-castillo-restaurant-brooklyn-2,"[[Mexican, mexican]]",Brooklyn,40.678791,-73.864036,El Castillo Restaurant,[City Line],3.0,2,mexican,Canarsie,11208,restaurants
14552,calexico-brooklyn-5,"[[Mexican, mexican]]",Brooklyn,40.6742644532,-73.98227267600001,Calexico,[Park Slope],3.5,125,mexican,Carroll Gardens,11215,restaurants
14553,oaxaca-taqueria-brooklyn-2,"[[Mexican, mexican]]",Brooklyn,40.6766701,-73.98397829999998,Oaxaca Taqueria,"[Park Slope, Gowanus]",3.5,228,mexican,Carroll Gardens,11215,restaurants
14554,rachels-taqueria-brooklyn,"[[Mexican, mexican]]",Brooklyn,40.670367,-73.98567800000002,Rachel's Taqueria,[Park Slope],3.5,454,mexican,Carroll Gardens,11215,restaurants
14555,mezcals-mexican-restaurant-brooklyn,"[[Mexican, mexican], [Tex-Mex, tex-mex]]",Brooklyn,40.676125,-73.999184,Mezcal's Mexican Restaurant,[Carroll Gardens],2.5,38,mexican,Carroll Gardens,11231,restaurants
14556,taco-santo-brooklyn,"[[Mexican, mexican], [Breakfast & Brunch, breakfast_brunch]]",Brooklyn,40.6772958,-73.98270040000001,Taco Santo,"[Park Slope, Gowanus]",3.5,89,mexican,Carroll Gardens,11215,restaurants
14557,nuevo-mexico-bar-and-restaurant-brooklyn,"[[Mexican, mexican]]",Brooklyn,40.667473,-73.98734300000002,Nuevo Mexico Bar & Restaurant,"[South Slope, Park Slope]",3.5,169,mexican,Carroll Gardens,11215,restaurants
14558,fatty-daddy-taco-brooklyn,"[[Mexican, mexican]]",Brooklyn,40.6692368749,-73.9864531159,Fatty Daddy Taco,"[South Slope, Park Slope]",4.0,135,mexican,Carroll Gardens,11215,restaurants
14559,empire-taco-restaurant-new-york,"[[Mexican, mexican], [Tex-Mex, tex-mex], [Chinese, chinese]]",New York,40.69014,-73.90673100000002,Empire Taco Restaurant,[Bushwick],2.0,5,mexican,City Line,11207,restaurants
14560,new-mexico-place-ii-ridgewood,"[[Mexican, mexican]]",Ridgewood,40.7018591,-73.90611170000003,New Mexico Place II,[Ridgewood],4.0,9,mexican,City Line,11385,restaurants
14561,taste-of-taco-wu-glendale,"[[Mexican, mexican]]",Glendale,40.7020988,-73.88134000000002,Taste of Taco Wu,[Glendale],5.0,1,mexican,City Line,11385,restaurants
14562,hoja-santa-brooklyn,"[[Mexican, mexican], [American (New), newamerican]]",Brooklyn,40.689254,-73.968887,Hoja Santa,"[Fort Greene, Clinton Hill]",3.5,54,mexican,Clinton Hill,11205,restaurants
14563,maya-taqueria-brooklyn,"[[Mexican, mexican]]",Brooklyn,40.6779404,-73.96846009999999,Maya Taqueria,[Prospect Heights],3.5,216,mexican,Clinton Hill,11238,restaurants
14564,castros-restaurant-brooklyn,"[[Mexican, mexican]]",Brooklyn,40.693855,-73.964424,Castro's Restaurant,[Clinton Hill],3.5,186,mexican,Clinton Hill,11205,restaurants
14565,original-california-taqueria-brooklyn,"[[Mexican, mexican]]",Brooklyn,40.6876183,-73.993103,Original California Taqueria,[Cobble Hill],3.0,71,mexican,Columbia Street Waterfront District,11201,restaurants
14566,la-flor-del-paraiso-bar-and-restaurant-brooklyn-3,"[[Mexican, mexican], [Bars, bars]]",Brooklyn,40.685874,-73.98146700000002,La Flor Del Paraiso Bar & Restaurant,[Boerum Hill],4.0,37,mexican,Columbia Street Waterfront District,11217,restaurants
14567,las-comadres-woodhaven,"[[Mexican, mexican]]",Woodhaven,40.691242,-73.866089,Las Comadres,[Woodhaven],4.5,3,mexican,Cypress Hills,11421,restaurants
14568,oaxaquita-la-bella-woodhaven,"[[Mexican, mexican]]",Woodhaven,40.692755761,-73.85442048520001,Oaxaquita La Bella,[Woodhaven],4.0,1,mexican,Cypress Hills,11421,restaurants
14569,fresco-tortillas-woodhaven,"[[Mexican, mexican]]",Woodhaven,40.6926193,-73.8603363,Fresco Tortillas,[Woodhaven],3.0,8,mexican,Cypress Hills,11421,restaurants
14570,el-sabor-mexicano-deli-meat-hollis,"[[Mexican, mexican], [Grocery, grocery]]",HOLLIS,40.691838,-73.8635452,El Sabor Mexicano Deli Meat,[Woodhaven],5.0,1,mexican,Cypress Hills,11423,restaurants
14571,delicias-dona-maria-queens,"[[Mexican, mexican]]",Queens,40.6929092,-73.85614009999998,Delicias Dona Maria,[Woodhaven],2.0,2,mexican,Cypress Hills,11421,restaurants
14572,chipotle-mexican-grill-downtown-brooklyn,"[[Mexican, mexican], [Fast Food, hotdogs]]",Downtown Brooklyn,40.6938124368,-73.9863607126,Chipotle Mexican Grill,[Downtown Brooklyn],2.5,43,mexican,DUMBO,11201,restaurants
14573,chipotle-mexican-grill-brooklyn-5,"[[Mexican, mexican], [Fast Food, hotdogs]]",Brooklyn,40.694336,-73.991821,Chipotle Mexican Grill,[Brooklyn Heights],3.5,149,mexican,DUMBO,11201,restaurants
14574,el-ranchito-poblano-brooklyn-2,"[[Mexican, mexican]]",Brooklyn,40.640152,-73.95565,El Ranchito Poblano,[Flatbush],3.0,48,mexican,Ditmas Park,11226,restaurants
14575,los-mariachis-mexican-restaurant-brooklyn,"[[Mexican, mexican]]",Brooklyn,40.637699,-73.96803299999998,Los Mariachis Mexican Restaurant,[Flatbush],3.5,49,mexican,Ditmas Park,11218,restaurants
14576,flatbush-latin-grill-brooklyn,"[[Mexican, mexican]]",Brooklyn,40.649593,-73.961945,Flatbush Latin Grill,"[Prospect Park South, Flatbush]",3.0,29,mexican,Ditmas Park,11226,restaurants
14577,la-botaneria-new-york,"[[Mexican, mexican], [Cocktail Bars, cocktailbars]]",New York,40.6636434,-73.9842695,La Botaneria,"[South Slope, Park Slope]",4.0,15,mexican,Ditmas Park,11215,restaurants
14578,el-mirador-brooklyn,"[[Mexican, mexican]]",Brooklyn,40.642342,-73.981117,El Mirador,[Kensington],3.0,16,mexican,Ditmas Park,11218,restaurants
14579,taqueria-los-poblanos-brooklyn-2,"[[Mexican, mexican]]",Brooklyn,40.646008,-73.972229,Taqueria Los Poblanos,"[Kensington, Flatbush]",3.0,21,mexican,Ditmas Park,11218,restaurants
14580,mexico-lindo-y-que-rico-deli-kensington,"[[Mexican, mexican]]",Kensington,40.6456241012,-73.9705757797,Mexico Lindo Y Que Rico Deli,"[Kensington, Flatbush]",4.5,2,mexican,Ditmas Park,11218,restaurants
14581,moondos-grill-brooklyn,"[[Mexican, mexican]]",Brooklyn,40.6441384268,-73.9757611289,Moondos Grill,"[Kensington, Flatbush]",3.5,32,mexican,Ditmas Park,11218,restaurants
14582,mendez-tacos-new-york,"[[Mexican, mexican]]",New York,40.6507270038,-73.9522247761,Mendez Tacos,[Flatbush],4.0,11,mexican,Ditmas Park,11226,restaurants
